,CRIM,ZN,INDUS,NOX,RM,AGE,DIS,TAX,PTRATIO,B,LSTAT
0,-0.6702900107595273,0.9184203397615454,-1.287909498957745,-0.14421743255530314,0.47598246487706386,-0.12001341619804987,0.14801488523173448,-0.6666082090210984,-1.4771812031256173,0.7869880684190756,-1.0887487532587183
1,-0.6639487698698058,-0.5794706897931425,-0.5933810131002402,-0.7402622069004932,0.23139021739232832,0.36716641853177445,0.5722021570276112,-0.9873294849630003,-0.3099413868011087,0.7869880684190756,-0.49530164070051924
2,-0.6639548120240599,-0.5794706897931425,-0.5933810131002402,-0.7402622069004932,1.4448218867321847,-0.2658117608982163,0.5722021570276112,-0.9873294849630003,-0.3099413868011087,0.5731834843867738,-1.2242715313669608
3,-0.662420104843508,-0.5794706897931425,-1.3068777139076349,-0.8352838375932041,1.1478170147864353,-0.8098885106329836,1.1018196252110157,-1.1061151427192604,0.11026494707571377,0.6677407942782103,-1.3797660873016815
4,-0.6513387939414124,-0.5794706897931425,-1.3068777139076349,-0.8352838375932041,1.3844679555346535,-0.5111797068570327,1.1018196252110157,-1.1061151427192604,0.11026494707571377,0.7869880684190756,-1.0388193086925237
5,-0.6631814162795298,-0.5794706897931425,-1.3068777139076349,-0.8352838375932041,0.24568456951805875,-0.3511571334056307,1.1018196252110157,-1.1061151427192604,0.11026494707571377,0.6409495564756372,-1.0559379754009333
6,-0.645526241548928,0.4607314140642796,-0.47665353648553344,-0.26515405343693593,-0.41820867365479536,-0.07022861556872506,0.8591850860934795,-0.5775189657039035,-1.5238707957785984,0.7186966779419299,-0.02596486177828982
7,-0.6285296616320278,0.4607314140642796,-0.47665353648553344,-0.26515405343693593,-0.16408685808623863,0.978808254834911,1.0477987401812594,-0.5775189657039035,-1.5238707957785984,0.7869880684190756,0.932680473892647
8,-0.6083820982715927,0.4607314140642796,-0.47665353648553344,-0.26515405343693593,-1.0233362469774197,1.1174944851594597,1.111443757817033,-0.5775189657039035,-1.5238707957785984,0.24748608364960642,2.4705073665314417
9,-0.6208289360351243,0.4607314140642796,-0.47665353648553344,-0.26515405343693593,-0.43091476443322324,0.6160904216783999,1.3580923823933613,-0.5775189657039035,-1.5238707957785984,0.2516886307558916,0.6402365842906502
10,-0.6042583279931412,0.4607314140642796,-0.47665353648553344,-0.26515405343693593,0.1615067181109745,0.9147992254543502,1.2394108677442812,-0.5775189657039035,-1.5238707957785984,0.5568986143499153,1.1181326965670844
11,-0.6367107384921356,0.4607314140642796,-0.47665353648553344,-0.26515405343693593,-0.4229734576967046,0.5094087060441319,1.1813758972557333,-0.5775189657039035,-1.5238707957785984,0.7869880684190756,0.09386580518057727
12,-0.6438676702061662,0.4607314140642796,-0.47665353648553344,-0.26515405343693593,-0.6135648193731221,-1.051700399403991,0.8061798130472725,-0.5775189657039035,-1.5238707957785984,0.4507842999161938,0.44194536158490577
13,-0.4819439783494262,-0.5794706897931425,-0.4372580131280699,-0.14421743255530314,-0.5182691385349141,-0.24091936058355387,0.4466531708707194,-0.6012760972551554,1.184125578094262,0.7869880684190756,-0.620838529895523
14,-0.47946669510522816,-0.5794706897931425,-0.4372580131280699,-0.14421743255530314,-0.2847947204813024,0.5663056210490747,0.3278749312708253,-0.6012760972551554,1.184125578094262,-0.09974937100727826,-0.3355274180886965
15,-0.48265997362854196,-0.5794706897931425,-0.4372580131280699,-0.14421743255530314,-0.7009191934748145,-0.42939039153742736,0.3456239597452393,-0.6012760972551554,1.184125578094262,0.7197473147185005,-0.5908808631558061
16,-0.3537989498504646,-0.5794706897931425,-0.4372580131280699,-0.14421743255530314,-0.5405047973971632,-1.396637946621458,0.3456239597452393,-0.6012760972551554,1.184125578094262,0.2590430881918945,-0.8604998638132572
17,-0.435286463198945,-0.5794706897931425,-0.4372580131280699,-0.14421743255530314,-0.4531504232954709,0.4667360197904245,0.22921548144029433,-0.6012760972551554,1.184125578094262,0.2537899043090357,0.29358358344535584
18,-0.42969444943673696,-0.5794706897931425,-0.4372580131280699,-0.14421743255530314,-1.301281982755528,-1.1370457719114055,0.0060710199118283225,-0.6012760972551554,1.184125578094262,-1.9863646977370337,-0.13152997314681564
19,-0.45292955362103837,-0.5794706897931425,-0.4372580131280699,-0.14421743255530314,-0.8708631576362855,0.032897042877734275,0.0060710199118283225,-0.6012760972551554,1.184125578094262,0.47442362738905214,-0.19001875106721508
20,-0.2940239178142421,-0.5794706897931425,-0.4372580131280699,-0.14421743255530314,-1.1202201891629315,1.0499293985910896,0.006748094567527971,-0.6012760972551554,1.184125578094262,-0.2809842149658631,1.1994463634320298
21,-0.4147914759688967,-0.5794706897931425,-0.4372580131280699,-0.14421743255530314,-0.4928569569780584,0.7334403088760947,0.11043724184039981,-0.6012760972551554,1.184125578094262,0.5574239327382006,0.17375291648648877
22,-0.2998606388237428,-0.5794706897931425,-0.4372580131280699,-0.14421743255530314,-0.21173469850534196,0.8223417385713181,0.0933169255462784,-0.6012760972551554,1.184125578094262,0.7869880684190756,0.8713385848541794
23,-0.37358700503277825,-0.5794706897931425,-0.4372580131280699,-0.14421743255530314,-0.7342726817681873,1.1174944851594597,0.15052973395290503,-0.6012760972551554,1.184125578094262,0.6630129287836398,1.0368190297021387
24,-0.44553999896822327,-0.5794706897931425,-0.4372580131280699,-0.14421743255530314,-0.5579756722175002,0.9076871110787322,0.2977451090921878,-0.6012760972551554,1.184125578094262,0.6519812426296371,0.5261121395679196
25,-0.4182657146650282,-0.5794706897931425,-0.4372580131280699,-0.14421743255530314,-1.074160610091131,0.6089783073027819,0.3243444705661053,-0.6012760972551554,1.184125578094262,-1.9863646977370337,0.5560698063076365
26,-0.46921013825882285,-0.5794706897931425,-0.4372580131280699,-0.14421743255530314,-0.7342726817681873,0.7725569379419928,0.4343207396419034,-0.6012760972551554,1.184125578094262,-0.2646993449290046,0.3135553612718338
27,-0.3834538429297915,-0.5794706897931425,-0.4372580131280699,-0.14421743255530314,-0.3626195264991734,0.7192160801248587,0.3237641208612199,-0.6012760972551554,1.184125578094262,-1.9863646977370337,0.6659145843532646
28,-0.43867309065839133,-0.5794706897931425,-0.4372580131280699,-0.14421743255530314,0.34892155709278544,0.9183552826421595,0.32439283304151234,-0.6012760972551554,1.184125578094262,0.3163027925150404,0.02681769390597322
29,-0.36935145490062504,-0.5794706897931425,-0.4372580131280699,-0.14421743255530314,0.6332203382601085,0.6658752223077247,0.22007497358834788,-0.6012760972551554,1.184125578094262,-0.08871768485327551,-0.09015986193482567
30,-0.3305729088975444,-0.5794706897931425,-0.4372580131280699,-0.14421743255530314,-0.8930988164985345,0.9076871110787322,0.2171732250639204,-0.6012760972551554,1.184125578094262,-1.1425063717544999,1.424842141759423
31,-0.26292797094530246,-0.5794706897931425,-0.4372580131280699,-0.14421743255530314,-0.3229129928165859,1.1174944851594597,0.1891229893277891,-0.6012760972551554,1.184125578094262,-0.2725791207532897,0.06105502732279217
32,-0.25287684734353794,-0.5794706897931425,-0.4372580131280699,-0.14421743255530314,-0.51668087718761,0.47740419135385126,0.09965240982461158,-0.6012760972551554,1.184125578094262,-1.9863646977370337,2.1538120324258645
33,-0.3242558366248394,-0.5794706897931425,-0.4372580131280699,-0.14421743255530314,-0.912157952666177,0.9396916257690129,0.001573309698965835,-0.6012760972551554,1.184125578094262,-1.2160509461145073,0.8185560291699168
34,-0.18495397029560548,-0.5794706897931425,-0.4372580131280699,-0.14421743255530314,-0.2847947204813024,1.0072567123373828,-0.011678008562585931,-0.6012760972551554,1.184125578094262,-1.9863646977370337,1.1024405854177088
35,-0.6528130795794229,-0.5794706897931425,-0.7553403869031458,-0.4811123050112801,-0.5436813200917697,-0.01333170056378179,-0.2048860978140425,-0.7675760181139194,0.3437129103406155,0.7869880684190756,-0.41826764051267623
36,-0.6427619559776583,-0.5794706897931425,-0.7553403869031458,-0.4811123050112801,-0.6898013640436892,-0.2551435893347896,-0.1963743021423889,-0.7675760181139194,0.3437129103406155,-0.2289776945255729,-0.17147352879977126
37,-0.6479884194074907,-0.5794706897931425,-0.7553403869031458,-0.4811123050112801,-0.6755070119179587,-0.9627989697087678,0.07266614854743687,-0.7675760181139194,0.3437129103406155,0.7869880684190756,-0.5480841963847823
38,-0.6193153763944619,-0.5794706897931425,-0.7553403869031458,-0.4811123050112801,-0.49126869563075437,-1.3646334319311773,0.030639157418646933,-0.7675760181139194,0.3437129103406155,0.6047025876839203,-0.3540726403561401
39,-0.6638520954017395,2.021034569850413,-1.1945275176659798,-1.0944337394824173,0.5077476918231327,-1.6633422357071281,0.782095300294525,-0.9279366560848703,-0.07649342353620696,0.7202726331067858,-1.182901420154971
40,-0.6620515334340054,2.021034569850413,-1.1945275176659798,-1.0944337394824173,1.1891118098163254,-1.8767056669756643,0.782095300294525,-0.9279366560848703,-0.07649342353620696,0.7197473147185005,-1.516715420968958
41,-0.6336987245964459,-0.5794706897931425,-0.6167265084231814,-0.9216671382229419,0.7856934276012412,-2.3354370442030166,0.936758496646505,-1.0407830309533173,-0.2632517941481293,0.18339724027874588,-1.1087205310851962
42,-0.6294510901557844,-0.5794706897931425,-0.6167265084231814,-0.9216671382229419,-0.16885164212814927,-2.203862928254086,0.936758496646505,-1.0407830309533173,-0.2632517941481293,0.07623228906845081,-0.9703446418588855
43,-0.6240554464068361,-0.5794706897931425,-0.6167265084231814,-0.9216671382229419,-0.10214466554140206,-2.2074189854418953,0.936758496646505,-1.0407830309533173,-0.2632517941481293,0.6588103816773516,-0.7378160857363217
44,-0.6351337362318046,-0.5794706897931425,-0.6167265084231814,-0.9216671382229419,-0.32767777685849653,-1.0161398275259017,0.936758496646505,-1.0407830309533173,-0.2632517941481293,0.3924739588164743,-0.4368128627801198
45,-0.6204120273915886,-0.5794706897931425,-0.6167265084231814,-0.9216671382229419,-0.9423349182649419,-1.2366153731700558,0.6366693367453059,-1.0407830309533173,-0.2632517941481293,0.7869880684190756,-0.34266019588386704
46,-0.6152943227383307,-0.5794706897931425,-0.6167265084231814,-0.9216671382229419,-0.7771557381453814,-1.2543956591091006,0.6366693367453059,-1.0407830309533173,-0.2632517941481293,0.7869880684190756,0.21940269437558105
47,-0.6029350962114841,-0.5794706897931425,-0.6167265084231814,-0.9216671382229419,-0.3896199694033317,0.601866192927164,0.9215243168932611,-1.0407830309533173,-0.2632517941481293,0.5684556188922033,0.8827510293264527
48,-0.59550324647889,-0.5794706897931425,-0.6167265084231814,-0.9216671382229419,-1.3918128795518268,0.9503597973324396,1.0088669474785255,-1.0407830309533173,-0.2632517941481293,0.7869880684190756,2.5960442557264454
49,-0.6058051194822014,-0.5794706897931425,-0.6167265084231814,-0.9216671382229419,-1.0693958260492202,-0.23380724620793591,1.1141520564398322,-1.0407830309533173,-0.2632517941481293,0.7869880684190756,0.511846583977578
50,-0.645393314155337,1.1680688446873266,-0.8020313775490284,-0.9994121087897058,-0.496033479672665,-0.8134445678207923,1.4657472526496171,-0.9813902020751873,-0.7768373133309122,0.7165954043887859,0.11954380524319162
51,-0.6590969200037301,1.1680688446873266,-0.8020313775490284,-0.9994121087897058,-0.2546177548825361,-0.19824667432984655,1.4657472526496171,-0.9813902020751873,-0.7768373133309122,0.6330697806513521,-0.45393152948852955
52,-0.6560063581027367,1.1680688446873266,-0.8020313775490284,-0.9994121087897058,0.37433373864964115,-1.6882346360217906,1.4657472526496171,-0.9813902020751873,-0.7768373133309122,0.7869880684190756,-1.0459520864876943
53,-0.6571513463338965,1.1680688446873266,-0.8020313775490284,-0.9994121087897058,-0.440444332517043,-1.6775664644583639,1.4657472526496171,-0.9813902020751873,-0.7768373133309122,0.7869880684190756,-0.5965870853919427
54,-0.6680906666110199,2.021034569850413,-1.041322704609177,-1.249923680615945,-0.6151530807204262,-0.7458794812524225,1.7099777534555887,0.3608877305705503,1.230815170747243,0.7869880684190756,0.3121288057127997
55,-0.6682386993902463,2.021034569850413,-1.4469506858452827,-1.310391991056761,1.5464706129596073,-1.659786178519319,2.3758806773362666,-1.0823580111680082,-0.2632517941481293,0.736032184755359,-1.1130001977622987
